INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT
29260	11	降防	StdImpact011	1	1001	-1	29260	1	0	1	1	0	0	0	0	0	0	10000	0	0	0	0	0	0	远程内功攻击修正值	0	远程内功防御修正值	0	远程外功攻击修改值	0	远程外功防御修正值	0	近程内功攻击修正值	0	近程内功防御修正值	-100	近程外功攻击修正值	0	近程外功防御修正值	0	金攻击修正值	0	金抗性修正值	0	木攻击修正	0	木抗性修正值	0	水攻击修正值	0	水抗性修正值	0	火攻击修正值	0	火抗性修正值	0	土攻击修正值	0	土防御修正值	0		0	0
########	########	########	########	########	########	########																																																									
																																																															
########	技能1007	########	29301---29350		########	########																																																									
29301																																																															
29302																																																															
29303																																																															
29304																																																															
29305																																																															
########	########	########	########	########	########	########																																																									
																																																															
########	技能1008	########	29351---29400		########	########																																																									
29351																																																															
29352																																																															
29353																																																															
29354																																																															
29355																																																															
########	########	########	########	########	########	########																																																									
																																																															
########	技能1009	########	29401---29450		########	########																																																									
29401																																																															
29402																																																															
29403																																																															
29404																																																															
29405																																																															
########	########	########	########	########	########	########																																																									
																																																															
########	技能1010	########	29451---29500		########	########																																																									
29451																																																															
29452																																																															
29453																																																															
29454																																																															
29455																																																															
########	########	########	########	########	########	########																																																									
																																																															
########	技能1011	########	29501---29550		########	########																																																									
29501																																																															
29502																																																															
29503																																																															
29504																																																															
29505																																																															
########	########	########	########	########	########	########																																																									
																																																															
########	技能1012	########	29551---29600		########	########																																																									
29551																																																															
29552																																																															
29553																																																															
29554																																																															
29555																																																															
########	########	########	########	########	########	########																																																									
																																																															
########	技能1013	########	29601---29650		########	########																																																									
29601																																																															
29602																																																															
29603																																																															
29604																																																															
29605																																																															
########	########	########	########	########	########	########																																																									
																																																															
########	技能1014	########	29651---29700		########	########																																																									
29651																																																															
29652																																																															
29653																																																															
29654																																																															
29655																																																															
########	########	########	########	########	########	########																																																									
																																																															
########	技能1015	########	29701---29750		########	########																																																									
29701	14	定身	StdImpact014	1	1001	-1	29701	-1	0	1	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	"可否使用任何技能标记：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否使用门派技能标记：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否移动标记：0-无法移动，1-可以移动）, -1无效"	0	"无敌否标记：0-非无敌，1-无敌）,-1无效"	-1	移动速度修正%（0为无效）	0	隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	变身ID(-1为无效)	-1	骑乘ID(-1为无效)	-1																					
29702	14	定身	StdImpact014	1	1001	-1	29702	-1	0	1	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	"可否使用任何技能标记：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否使用门派技能标记：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否移动标记：0-无法移动，1-可以移动）, -1无效"	0	"无敌否标记：0-非无敌，1-无敌）,-1无效"	-1	移动速度修正%（0为无效）	0	隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	变身ID(-1为无效)	-1	骑乘ID(-1为无效)	-1																					
29703	14	定身	StdImpact014	1	1001	-1	29703	-1	0	1	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	"可否使用任何技能标记：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否使用门派技能标记：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否移动标记：0-无法移动，1-可以移动）, -1无效"	0	"无敌否标记：0-非无敌，1-无敌）,-1无效"	-1	移动速度修正%（0为无效）	0	隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	变身ID(-1为无效)	-1	骑乘ID(-1为无效)	-1																					
29704	14	定身	StdImpact014	1	1001	-1	29704	-1	0	1	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	"可否使用任何技能标记：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否使用门派技能标记：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否移动标记：0-无法移动，1-可以移动）, -1无效"	0	"无敌否标记：0-非无敌，1-无敌）,-1无效"	-1	移动速度修正%（0为无效）	0	隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	变身ID(-1为无效)	-1	骑乘ID(-1为无效)	-1																					
29705	14	定身	StdImpact014	1	1001	-1	29705	-1	0	1	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	"可否使用任何技能标记：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否使用门派技能标记：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否移动标记：0-无法移动，1-可以移动）, -1无效"	0	"无敌否标记：0-非无敌，1-无敌）,-1无效"	-1	移动速度修正%（0为无效）	0	隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	变身ID(-1为无效)	-1	骑乘ID(-1为无效)	-1																					
29706	10	DOT伤害	StdImpact010	1	1001	-1	29706	-1	0	1	0	0	0	0	0	0	0	20000	1000	0	0	0	0	0	子效果1的DataIndex	1	子效果2的DataIndex	-1					子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1					韦陀杵HPDOT1	0	0
29707	10	DOT伤害	StdImpact010	1	1001	-1	29707	-1	0	1	0	0	0	0	0	0	0	20000	1000	0	0	0	0	0	子效果1的DataIndex	1	子效果2的DataIndex	-1					子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1					韦陀杵HPDOT1	0	0
29708	10	DOT伤害	StdImpact010	1	1001	-1	29708	-1	0	1	0	0	0	0	0	0	0	20000	1000	0	0	0	0	0	子效果1的DataIndex	1	子效果2的DataIndex	-1					子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1					韦陀杵HPDOT1	0	0
29709	10	DOT伤害	StdImpact010	1	1001	-1	29709	-1	0	1	0	0	0	0	0	0	0	20000	1000	0	0	0	0	0	子效果1的DataIndex	1	子效果2的DataIndex	-1					子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1					韦陀杵HPDOT1	0	0
29710	10	DOT伤害	StdImpact010	1	1001	-1	29710	-1	0	1	0	0	0	0	0	0	0	20000	1000	0	0	0	0	0	子效果1的DataIndex	1	子效果2的DataIndex	-1					子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1					韦陀杵HPDOT1	0	0
########	########	########	########	########	########	########																																																									
																																																															
########	技能1016	########	29751---29800		########	########																																																									
29751																																																															
29752																																																															
29753																																																															
29754																																																															
29755																																																															
########	########	########	########	########	########	########																																																									
																																																															
########	技能1017	########	29801---29850		########	########																																																									
29801																																																															
29802																																																															
29803																																																															
29804																																																															
29805																																																															
########	########	########	########	########	########	########																																																									
																																																															
########	技能1018	########	29851---29900		########	########																																																									
29851																																																															
29852																																																															
29853																																																															
29854																																																															
29855																																																															
########	########	########	########	########	########	########																																																									
																																																															
########	技能1019	########	29901---29950		########	########																																																									
29901																																																															
29902																																																															
29903																																																															
29904																																																															
29905																																																															
########	########	########	########	########	########	########																																																									
																																																															
########	技能1020	########	29951---30000		########	########																																																									
29951	3	伤害	StdImpact003	0	1001	-1	29951	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	1500	近程外功伤害值	0	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	0																					
29952	3	伤害	StdImpact003	0	1001	-1	29952	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	1500	近程外功伤害值	0	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	0																					
29953	3	伤害	StdImpact003	0	1001	-1	29953	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	1500	近程外功伤害值	0	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	0																					
29954	3	伤害	StdImpact003	0	1001	-1	29954	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	1500	近程外功伤害值	0	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	0																					
29955	3	伤害	StdImpact003	0	1001	-1	29955	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	1500	近程外功伤害值	0	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	0																					
########	########	########	########	########	########	########																																																									
																																																															
########	########	########	########	########																																																											
########	狂药王技	30001---31000		########																																																											
########	########	########	########	########																																																											
																																																															
########	技能1101	########	30001---30050		########	########																																																									
30001																																																															
30002																																																															
30003																																																															
30004																																																															
30005																																																															
########	########	########	########	########	########	########																																																									
																																																															
########	技能1102	########	30051---30100		########	########																																																									
30051	3	伤害	StdImpact003	0	1001	-1	30051	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	30	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	0																					
30052	3	伤害	StdImpact003	0	1001	-1	30052	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	30	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	0																					
30053	3	伤害	StdImpact003	0	1001	-1	30053	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	30	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	0																					
30054	3	伤害	StdImpact003	0	1001	-1	30054	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	30	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	0																					
30055	3	伤害	StdImpact003	0	1001	-1	30055	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	30	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	0																					
########	########	########	########	########	########	########																																																									
																																																															
########	技能1103	########	30101---30150		########	########																																																									
30101																																																															
30102																																																															
30103																																																															
30104																																																															
30105																																																															
########	########	########	########	########	########	########																																																									
																																																															
########	技能1104	########	30151---30200		########	########																																																									
30151	10	DOT伤害	StdImpact010	1	1001	-1	30151	-1	0	1	0	0	0	0	0	0	0	20000	1000	0	0	0	0	0	子效果1的DataIndex	1	子效果2的DataIndex	-1					子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1					韦陀杵HPDOT1	0	0
30152	10	DOT伤害	StdImpact010	1	1001	-1	30152	-1	0	1	0	0	0	0	0	0	0	20000	1000	0	0	0	0	0	子效果1的DataIndex	1	子效果2的DataIndex	-1					子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1					韦陀杵HPDOT1	0	0
30153	10	DOT伤害	StdImpact010	1	1001	-1	30153	-1	0	1	0	0	0	0	0	0	0	20000	1000	0	0	0	0	0	子效果1的DataIndex	1	子效果2的DataIndex	-1					子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1					韦陀杵HPDOT1	0	0
30154	10	DOT伤害	StdImpact010	1	1001	-1	30154	-1	0	1	0	0	0	0	0	0	0	20000	1000	0	0	0	0	0	子效果1的DataIndex	1	子效果2的DataIndex	-1					子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1					韦陀杵HPDOT1	0	0
30155	10	DOT伤害	StdImpact010	1	1001	-1	30155	-1	0	1	0	0	0	0	0	0	0	20000	1000	0	0	0	0	0	子效果1的DataIndex	1	子效果2的DataIndex	-1					子效果3的DataIndex	-1	子效果4的DataIndex	-1	子效果5的DataIndex	-1	子效果6的DataIndex	-1	子效果7的DataIndex	-1	子效果10的DataIndex	-1	子效果11的DataIndex	-1	子效果12的DataIndex	-1	子效果13的DataIndex	-1	子效果14的DataIndex	-1	子效果15的DataIndex	-1	子效果16的DataIndex	-1					韦陀杵HPDOT1	0	0
########	########	########	########	########	########	########																																																									
																																																															
########	技能1105	########	30201---30250		########	########																																																									
30201																																																															
30202																																																															
30203																																																															
30204																																																															
30205																																																															
########	########	########	########	########	########	########																																																									
																																																															
########	技能1106	########	30251---30300		########	########																																																									
30251	3	伤害	StdImpact003	0	1001	-1	30251	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	1	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	0																					
30252	3	伤害	StdImpact003	0	1001	-1	30252	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	1	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	0																					
30253	3	伤害	StdImpact003	0	1001	-1	30253	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	1	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	0																					
30254	3	伤害	StdImpact003	0	1001	-1	30254	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	1	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	0																					
30255	3	伤害	StdImpact003	0	1001	-1	30255	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	1	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	0																					
30256	3	伤害	StdImpact003	0	1001	-1	30256	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	1	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	0																					
30257	3	伤害	StdImpact003	0	1001	-1	30257	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	1	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	0																					
30258	3	伤害	StdImpact003	0	1001	-1	30258	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	1	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	0																					
30259	3	伤害	StdImpact003	0	1001	-1	30259	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	1	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	0																					
30260	3	伤害	StdImpact003	0	1001	-1	30260	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	1	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	0																					
########	########	########	########	########	########	########																																																									
																																																															
########	技能1107	########	30301---30350		########	########																																																									
30301																																																															
30302																																																															
30303																																																															
30304																																																															
30305																																																															
########	########	########	########	########	########	########																																																									
																																																															
########	技能1108	########	30351---30400		########	########																																																									
30351																																																															
30352																																																															
30353																																																															
30354																																																															
30355																																																															
########	########	########	########	########	########	########																																																									
																																																															
########	技能1109	########	30401---30450		########	########																																																									
30401																																																															
30402																																																															
30403																																																															
30404																																																															
30405																																																															
########	########	########	########	########	########	########																																																									
																																																															
########	技能1110	########	30451---30500		########	########																																																									
30451	3	伤害	StdImpact003	0	1001	-1	30451	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	300	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	0																					
30452	3	伤害	StdImpact003	0	1001	-1	30452	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	300	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	0																					
30453	3	伤害	StdImpact003	0	1001	-1	30453	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	300	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	0																					
30454	3	伤害	StdImpact003	0	1001	-1	30454	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	300	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	0																					
30455	3	伤害	StdImpact003	0	1001	-1	30455	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	300	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	0																					
30456	14	减速	StdImpact014	1	1001	-1	30456	-1	0	1	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	"可否使用任何技能标记：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否使用门派技能标记：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否移动标记：0-无法移动，1-可以移动）, -1无效"	-1	"无敌否标记：0-非无敌，1-无敌）,-1无效"	-1	移动速度修正%（0为无效）	-50	隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	变身ID(-1为无效)	-1	骑乘ID(-1为无效)	-1																					
30457	14	减速	StdImpact014	1	1001	-1	30457	-1	0	1	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	"可否使用任何技能标记：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否使用门派技能标记：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否移动标记：0-无法移动，1-可以移动）, -1无效"	-1	"无敌否标记：0-非无敌，1-无敌）,-1无效"	-1	移动速度修正%（0为无效）	-50	隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	变身ID(-1为无效)	-1	骑乘ID(-1为无效)	-1																					
30458	14	减速	StdImpact014	1	1001	-1	30458	-1	0	1	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	"可否使用任何技能标记：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否使用门派技能标记：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否移动标记：0-无法移动，1-可以移动）, -1无效"	-1	"无敌否标记：0-非无敌，1-无敌）,-1无效"	-1	移动速度修正%（0为无效）	-50	隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	变身ID(-1为无效)	-1	骑乘ID(-1为无效)	-1																					
30459	14	减速	StdImpact014	1	1001	-1	30459	-1	0	1	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	"可否使用任何技能标记：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否使用门派技能标记：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否移动标记：0-无法移动，1-可以移动）, -1无效"	-1	"无敌否标记：0-非无敌，1-无敌）,-1无效"	-1	移动速度修正%（0为无效）	-50	隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	变身ID(-1为无效)	-1	骑乘ID(-1为无效)	-1																					
30460	14	减速	StdImpact014	1	1001	-1	30460	-1	0	1	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	"可否使用任何技能标记：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否使用门派技能标记：0-无法使用相关技能，1-可以使用相关技能）,-1无效"	-1	"可否移动标记：0-无法移动，1-可以移动）, -1无效"	-1	"无敌否标记：0-非无敌，1-无敌）,-1无效"	-1	移动速度修正%（0为无效）	-50	隐身级别修正（0为无效）	0	反隐级别修正（0为无效）	0	变身ID(-1为无效)	-1	骑乘ID(-1为无效)	-1																					
########	########	########	########	########	########	########																																																									
																																																															
########	技能1111	########	30501---30550		########	########																																																									
30501																																																															
30502																																																															
30503																																																															
30504																																																															
30505																																																															
########	########	########	########	########	########	########																																																									
																																																															
########	技能1112	########	30551---30600		########	########																																																									
30551																																																															
30552																																																															
30553																																																															
30554																																																															
30555																																																															
########	########	########	########	########	########	########																																																									
																																																															
########	技能1113	########	30601---30650		########	########																																																									
30601																																																															
30602																																																															
30603																																																															
30604																																																															
30605																																																															
########	########	########	########	########	########	########																																																									
																																																															
########	技能1114	########	30651---30700		########	########																																																									
30651	3	伤害	StdImpact003	0	1001	-1	30651	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	0	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	1																					
30652	3	伤害	StdImpact003	0	1001	-1	30652	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	0	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	1																					
30653	3	伤害	StdImpact003	0	1001	-1	30653	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	0	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	1																					
30654	3	伤害	StdImpact003	0	1001	-1	30654	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	0	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	1																					
30655	3	伤害	StdImpact003	0	1001	-1	30655	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	0	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	1																					
30656	3	伤害	StdImpact003	0	1001	-1	30656	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	0	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	1																					
30657	3	伤害	StdImpact003	0	1001	-1	30657	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	0	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	1																					
30658	3	伤害	StdImpact003	0	1001	-1	30658	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	0	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	1																					
30659	3	伤害	StdImpact003	0	1001	-1	30659	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	0	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	1																					
30660	3	伤害	StdImpact003	0	1001	-1	30660	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	0	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	1																					
30661	3	伤害	StdImpact003	0	1001	-1	30661	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	0	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	1																					
30662	3	伤害	StdImpact003	0	1001	-1	30662	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	0	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	1																					
30663	3	伤害	StdImpact003	0	1001	-1	30663	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	0	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	1																					
30664	3	伤害	StdImpact003	0	1001	-1	30664	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	远程内功伤害值	0	远程外功伤害值	0	近程内功伤害值	0	近程外功伤害值	0	金伤害	0	木伤害	0	水伤害	0	火伤害	0	土伤害	1																					
