INT	INT	INT	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	STRING	STRING	STRING	STRING	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	STRING	FLOAT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT
11258		100	9级减速	马	提高马匹移动速度90%	消耗气：6点#r瞬间释放#r范围攻击，外功攻击增加53点，被击中减少能量10点#r#cFF6600需要装备武器	Ability_Food_236	0	0	-1	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	3	114		121	-1	0	0	1	2		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	1600	0	0	1	0	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11258	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11259		100	10级减速	马	提高马匹移动速度100%	消耗气：6点#r瞬间释放#r范围攻击，外功攻击增加53点，被击中减少能量10点#r#cFF6600需要装备武器	Ability_Food_236	0	0	-1	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	3	114		121	-1	0	0	1	2		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	1600	0	0	1	0	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11259	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11260		-1	1级减速效果	马	瞬间释放#r有效距离：5米#r技能冷却时间:#F9BA11 08秒#r近距离伤害:#cFF6600自动连续释放	有效距离：2米#r瞬间释放#r#cFF6600自动连续释放	Ability_Food_210	0	0	-1	5	800|800|800|800|800	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	2	115		121	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	0	8	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	5|5|5|5|5	360	8|8|8|8|8	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11260	|引导周期的附加效果1	-1	|生效一次的附加效果2	11270	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11261		-1	2级减速效果	马	瞬间释放#r有效距离：5米#r技能冷却时间:#F9BA11 08秒#r近距离伤害:#cFF6600自动连续释放	有效距离：2米#r瞬间释放#r#cFF6600自动连续释放	Ability_Food_210	0	0	-1	5	800|800|800|800|800	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	2	115		121	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	0	8	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	5|5|5|5|5	360	8|8|8|8|8	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11261	|引导周期的附加效果1	-1	|生效一次的附加效果2	11271	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11262		-1	3级减速效果	马	瞬间释放#r有效距离：5米#r技能冷却时间:#F9BA11 08秒#r近距离伤害:#cFF6600自动连续释放	有效距离：2米#r瞬间释放#r#cFF6600自动连续释放	Ability_Food_210	0	0	-1	5	800|800|800|800|800	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	2	115		121	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	0	8	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	5|5|5|5|5	360	8|8|8|8|8	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11262	|引导周期的附加效果1	-1	|生效一次的附加效果2	11272	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11263		-1	4级减速效果	马	瞬间释放#r有效距离：5米#r技能冷却时间:#F9BA11 08秒#r近距离伤害:#cFF6600自动连续释放	有效距离：2米#r瞬间释放#r#cFF6600自动连续释放	Ability_Food_210	0	0	-1	5	800|800|800|800|800	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	2	115		121	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	0	8	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	5|5|5|5|5	360	8|8|8|8|8	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11263	|引导周期的附加效果1	-1	|生效一次的附加效果2	11273	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11264		-1	5级减速效果	马	瞬间释放#r有效距离：5米#r技能冷却时间:#F9BA11 08秒#r近距离伤害:#cFF6600自动连续释放	有效距离：2米#r瞬间释放#r#cFF6600自动连续释放	Ability_Food_210	0	0	-1	5	800|800|800|800|800	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	2	115		121	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	0	8	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	5|5|5|5|5	360	8|8|8|8|8	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11264	|引导周期的附加效果1	-1	|生效一次的附加效果2	11274	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11265		-1	6级减速效果	马	瞬间释放#r有效距离：5米#r技能冷却时间:#F9BA11 08秒#r近距离伤害:#cFF6600自动连续释放	有效距离：2米#r瞬间释放#r#cFF6600自动连续释放	Ability_Food_210	0	0	-1	5	800|800|800|800|800	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	2	115		121	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	0	8	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	5|5|5|5|5	360	8|8|8|8|8	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11265	|引导周期的附加效果1	-1	|生效一次的附加效果2	11275	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11266		-1	7级减速效果	马	瞬间释放#r有效距离：5米#r技能冷却时间:#F9BA11 08秒#r近距离伤害:#cFF6600自动连续释放	有效距离：2米#r瞬间释放#r#cFF6600自动连续释放	Ability_Food_210	0	0	-1	5	800|800|800|800|800	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	2	115		121	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	0	8	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	5|5|5|5|5	360	8|8|8|8|8	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11266	|引导周期的附加效果1	-1	|生效一次的附加效果2	11276	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11267		-1	8级减速效果	马	瞬间释放#r有效距离：5米#r技能冷却时间:#F9BA11 08秒#r近距离伤害:#cFF6600自动连续释放	有效距离：2米#r瞬间释放#r#cFF6600自动连续释放	Ability_Food_210	0	0	-1	5	800|800|800|800|800	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	2	115		121	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	0	8	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	5|5|5|5|5	360	8|8|8|8|8	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11267	|引导周期的附加效果1	-1	|生效一次的附加效果2	11277	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11268		-1	9级减速效果	马	瞬间释放#r有效距离：5米#r技能冷却时间:#F9BA11 08秒#r近距离伤害:#cFF6600自动连续释放	有效距离：2米#r瞬间释放#r#cFF6600自动连续释放	Ability_Food_210	0	0	-1	5	800|800|800|800|800	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	2	115		121	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	0	8	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	5|5|5|5|5	360	8|8|8|8|8	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11268	|引导周期的附加效果1	-1	|生效一次的附加效果2	11278	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11269		-1	10级减速效果	马	瞬间释放#r有效距离：5米#r技能冷却时间:#F9BA11 08秒#r近距离伤害:#cFF6600自动连续释放	有效距离：2米#r瞬间释放#r#cFF6600自动连续释放	Ability_Food_210	0	0	-1	5	800|800|800|800|800	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	2	115		121	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	0	8	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	5|5|5|5|5	360	8|8|8|8|8	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11269	|引导周期的附加效果1	-1	|生效一次的附加效果2	11279	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11280		100	1级物群杀	马	提高马匹移动速度10%	消耗气：6点#r瞬间释放#r范围攻击，外功攻击增加53点，被击中减少能量10点#r#cFF6600需要装备武器	Ability_Food_236	0	0	-1	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	3	116		121	-1	0	0	1	2		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	1600	0	0	1	0	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11280	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11281		100	2级物群杀	马	提高马匹移动速度20%	消耗气：6点#r瞬间释放#r范围攻击，外功攻击增加53点，被击中减少能量10点#r#cFF6600需要装备武器	Ability_Food_236	0	0	-1	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	3	116		121	-1	0	0	1	2		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	1600	0	0	1	0	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11281	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11282		100	3级物群杀	马	提高马匹移动速度30%	消耗气：6点#r瞬间释放#r范围攻击，外功攻击增加53点，被击中减少能量10点#r#cFF6600需要装备武器	Ability_Food_236	0	0	-1	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	3	116		121	-1	0	0	1	2		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	1600	0	0	1	0	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11282	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11283		100	4级物群杀	马	提高马匹移动速度40%	消耗气：6点#r瞬间释放#r范围攻击，外功攻击增加53点，被击中减少能量10点#r#cFF6600需要装备武器	Ability_Food_236	0	0	-1	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	3	116		121	-1	0	0	1	2		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	1600	0	0	1	0	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11283	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11284		100	5级物群杀	马	提高马匹移动速度50%	消耗气：6点#r瞬间释放#r范围攻击，外功攻击增加53点，被击中减少能量10点#r#cFF6600需要装备武器	Ability_Food_236	0	0	-1	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	3	116		121	-1	0	0	1	2		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	1600	0	0	1	0	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11284	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11285		100	6级物群杀	马	提高马匹移动速度60%	消耗气：6点#r瞬间释放#r范围攻击，外功攻击增加53点，被击中减少能量10点#r#cFF6600需要装备武器	Ability_Food_236	0	0	-1	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	3	116		121	-1	0	0	1	2		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	1600	0	0	1	0	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11285	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11286		100	7级物群杀	马	提高马匹移动速度70%	消耗气：6点#r瞬间释放#r范围攻击，外功攻击增加53点，被击中减少能量10点#r#cFF6600需要装备武器	Ability_Food_236	0	0	-1	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	3	116		121	-1	0	0	1	2		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	1600	0	0	1	0	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11286	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11287		100	8级物群杀	马	提高马匹移动速度80%	消耗气：6点#r瞬间释放#r范围攻击，外功攻击增加53点，被击中减少能量10点#r#cFF6600需要装备武器	Ability_Food_236	0	0	-1	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	3	116		121	-1	0	0	1	2		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	1600	0	0	1	0	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11287	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11288		100	9级物群杀	马	提高马匹移动速度90%	消耗气：6点#r瞬间释放#r范围攻击，外功攻击增加53点，被击中减少能量10点#r#cFF6600需要装备武器	Ability_Food_236	0	0	-1	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	3	116		121	-1	0	0	1	2		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	1600	0	0	1	0	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11288	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11289		100	10级物群杀	马	提高马匹移动速度100%	消耗气：6点#r瞬间释放#r范围攻击，外功攻击增加53点，被击中减少能量10点#r#cFF6600需要装备武器	Ability_Food_236	0	0	-1	5	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	3	116		121	-1	0	0	1	2		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	1600	0	0	1	0	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	0|0|0|0|0	360	1|1|1|1|1	-1	0	0	0	0	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11289	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11290		-1	1级物群杀效果	马	瞬间释放#r有效距离：5米#r技能冷却时间:#F9BA11 08秒#r近距离伤害:#cFF6600自动连续释放	有效距离：2米#r瞬间释放#r#cFF6600自动连续释放	Ability_Food_210	0	0	-1	5	800|800|800|800|800	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	2	117		121	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	0	8	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	5|5|5|5|5	360	8|8|8|8|8	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11290	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11291		-1	2级物群杀效果	马	瞬间释放#r有效距离：5米#r技能冷却时间:#F9BA11 08秒#r近距离伤害:#cFF6600自动连续释放	有效距离：2米#r瞬间释放#r#cFF6600自动连续释放	Ability_Food_210	0	0	-1	5	800|800|800|800|800	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	2	117		121	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	0	8	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	5|5|5|5|5	360	8|8|8|8|8	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11291	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11292		-1	3级物群杀效果	马	瞬间释放#r有效距离：5米#r技能冷却时间:#F9BA11 08秒#r近距离伤害:#cFF6600自动连续释放	有效距离：2米#r瞬间释放#r#cFF6600自动连续释放	Ability_Food_210	0	0	-1	5	800|800|800|800|800	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	2	117		121	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	0	8	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	5|5|5|5|5	360	8|8|8|8|8	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11292	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11293		-1	4级物群杀效果	马	瞬间释放#r有效距离：5米#r技能冷却时间:#F9BA11 08秒#r近距离伤害:#cFF6600自动连续释放	有效距离：2米#r瞬间释放#r#cFF6600自动连续释放	Ability_Food_210	0	0	-1	5	800|800|800|800|800	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	2	117		121	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	0	8	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	5|5|5|5|5	360	8|8|8|8|8	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11293	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
11294		-1	5级物群杀效果	马	瞬间释放#r有效距离：5米#r技能冷却时间:#F9BA11 08秒#r近距离伤害:#cFF6600自动连续释放	有效距离：2米#r瞬间释放#r#cFF6600自动连续释放	Ability_Food_210	0	0	-1	5	800|800|800|800|800	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	2	117		121	-1	0	0	0	0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	0	8	-1	1	-1	0	0	0	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	1	-1	5|5|5|5|5	360	8|8|8|8|8	-1	0	0	0	1	0	0	0	0	0	-1	-1	|生效一次的附加效果1	11294	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1				0
