INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	STRING
12114114	12	11	4114	WXSJ_souxia_lianhua_1_2	上品永夜道具	可以将召唤，炼化到初级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114115	12	11	4115	WXSJ_souxia_lianhua_1_2	上品地煞道具	可以将召唤，炼化到初级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114116	12	11	4116	WXSJ_souxia_lianhua_1_2	上品贪狼道具	可以将坐骑，炼化到初级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114117	12	11	4117	WXSJ_souxia_lianhua_1_2	上品破军道具	可以将坐骑，炼化到初级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114118	12	11	4118	WXSJ_souxia_lianhua_1_2	上品天魁道具	可以将坐骑，炼化到初级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114119	12	11	4119	WXSJ_souxia_lianhua_1_2	上品巽风道具	可以将坐骑，炼化到初级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114120	12	11	4120	WXSJ_souxia_lianhua_1_2	上品艮山道具	可以将坐骑，炼化到初级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114201	12	11	4201	WXSJ_souxia_lianhua_1_3	精品烟水晶	可以将技能，炼化到中级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114202	12	11	4202	WXSJ_souxia_lianhua_1_3	精品黑发晶	可以将技能，炼化到中级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114203	12	11	4203	WXSJ_souxia_lianhua_1_3	精品紫水晶	可以将技能，炼化到中级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114204	12	11	4204	WXSJ_souxia_lianhua_1_3	精品红发晶	可以将技能，炼化到中级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114205	12	11	4205	WXSJ_souxia_lianhua_1_3	精品金发晶	可以将技能，炼化到中级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114206	12	11	4206	WXSJ_souxia_lianhua_1_3	精品荧光道具	可以将配方，炼化到中级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114207	12	11	4207	WXSJ_souxia_lianhua_1_3	精品绿菱道具	可以将配方，炼化到中级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114208	12	11	4208	WXSJ_souxia_lianhua_1_3	精品神引道具	可以将配方，炼化到中级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114209	12	11	4209	WXSJ_souxia_lianhua_1_3	精品穿云道具	可以将配方，炼化到中级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114210	12	11	4210	WXSJ_souxia_lianhua_1_3	精品天瞳道具	可以将配方，炼化到中级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114211	12	11	4211	WXSJ_souxia_lianhua_1_3	精品幻魔道具	可以将召唤，炼化到中级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114212	12	11	4212	WXSJ_souxia_lianhua_1_3	精品鬼眼道具	可以将召唤，炼化到中级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114213	12	11	4213	WXSJ_souxia_lianhua_1_3	精品吞天道具	可以将召唤，炼化到中级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114214	12	11	4214	WXSJ_souxia_lianhua_1_3	精品永夜道具	可以将召唤，炼化到中级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114215	12	11	4215	WXSJ_souxia_lianhua_1_3	精品地煞道具	可以将召唤，炼化到中级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114216	12	11	4216	WXSJ_souxia_lianhua_1_3	精品贪狼道具	可以将坐骑，炼化到中级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114217	12	11	4217	WXSJ_souxia_lianhua_1_3	精品破军道具	可以将坐骑，炼化到中级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114218	12	11	4218	WXSJ_souxia_lianhua_1_3	精品天魁道具	可以将坐骑，炼化到中级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114219	12	11	4219	WXSJ_souxia_lianhua_1_3	精品巽风道具	可以将坐骑，炼化到中级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114220	12	11	4220	WXSJ_souxia_lianhua_1_3	精品艮山道具	可以将坐骑，炼化到中级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114301	12	11	4301	WXSJ_souxia_lianhua_1_4	极品烟水晶	可以将技能，炼化到高级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114302	12	11	4302	WXSJ_souxia_lianhua_1_4	极品黑发晶	可以将技能，炼化到高级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114303	12	11	4303	WXSJ_souxia_lianhua_1_4	极品紫水晶	可以将技能，炼化到高级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114304	12	11	4304	WXSJ_souxia_lianhua_1_4	极品红发晶	可以将技能，炼化到高级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114305	12	11	4305	WXSJ_souxia_lianhua_1_4	极品金发晶	可以将技能，炼化到高级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114306	12	11	4306	WXSJ_souxia_lianhua_1_4	极品荧光道具	可以将配方，炼化到高级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114307	12	11	4307	WXSJ_souxia_lianhua_1_4	极品绿菱道具	可以将配方，炼化到高级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114308	12	11	4308	WXSJ_souxia_lianhua_1_4	极品神引道具	可以将配方，炼化到高级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114309	12	11	4309	WXSJ_souxia_lianhua_1_4	极品穿云道具	可以将配方，炼化到高级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114310	12	11	4310	WXSJ_souxia_lianhua_1_4	极品天瞳道具	可以将配方，炼化到高级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114311	12	11	4311	WXSJ_souxia_lianhua_1_4	极品幻魔道具	可以将召唤，炼化到高级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114312	12	11	4312	WXSJ_souxia_lianhua_1_4	极品鬼眼道具	可以将召唤，炼化到高级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114313	12	11	4313	WXSJ_souxia_lianhua_1_4	极品吞天道具	可以将召唤，炼化到高级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114314	12	11	4314	WXSJ_souxia_lianhua_1_4	极品永夜道具	可以将召唤，炼化到高级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114315	12	11	4315	WXSJ_souxia_lianhua_1_4	极品地煞道具	可以将召唤，炼化到高级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114316	12	11	4316	WXSJ_souxia_lianhua_1_4	极品贪狼道具	可以将坐骑，炼化到高级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114317	12	11	4317	WXSJ_souxia_lianhua_1_4	极品破军道具	可以将坐骑，炼化到高级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114318	12	11	4318	WXSJ_souxia_lianhua_1_4	极品天魁道具	可以将坐骑，炼化到高级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114319	12	11	4319	WXSJ_souxia_lianhua_1_4	极品巽风道具	可以将坐骑，炼化到高级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114320	12	11	4320	WXSJ_souxia_lianhua_1_4	极品艮山道具	可以将坐骑，炼化到高级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114401	12	11	4401	WXSJ_souxia_lianhua_1_5	仙品烟水晶	可以将技能，炼化到特级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114402	12	11	4402	WXSJ_souxia_lianhua_1_5	仙品黑发晶	可以将技能，炼化到特级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114403	12	11	4403	WXSJ_souxia_lianhua_1_5	仙品紫水晶	可以将技能，炼化到特级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114404	12	11	4404	WXSJ_souxia_lianhua_1_5	仙品红发晶	可以将技能，炼化到特级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114405	12	11	4405	WXSJ_souxia_lianhua_1_5	仙品金发晶	可以将技能，炼化到特级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114406	12	11	4406	WXSJ_souxia_lianhua_1_5	仙品荧光道具	可以将配方，炼化到特级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114407	12	11	4407	WXSJ_souxia_lianhua_1_5	仙品绿菱道具	可以将配方，炼化到特级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114408	12	11	4408	WXSJ_souxia_lianhua_1_5	仙品神引道具	可以将配方，炼化到特级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114409	12	11	4409	WXSJ_souxia_lianhua_1_5	仙品穿云道具	可以将配方，炼化到特级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114410	12	11	4410	WXSJ_souxia_lianhua_1_5	仙品天瞳道具	可以将配方，炼化到特级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114411	12	11	4411	WXSJ_souxia_lianhua_1_5	仙品幻魔道具	可以将召唤，炼化到特级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114412	12	11	4412	WXSJ_souxia_lianhua_1_5	仙品鬼眼道具	可以将召唤，炼化到特级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114413	12	11	4413	WXSJ_souxia_lianhua_1_5	仙品吞天道具	可以将召唤，炼化到特级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114414	12	11	4414	WXSJ_souxia_lianhua_1_5	仙品永夜道具	可以将召唤，炼化到特级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114415	12	11	4415	WXSJ_souxia_lianhua_1_5	仙品地煞道具	可以将召唤，炼化到特级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114416	12	11	4416	WXSJ_souxia_lianhua_1_5	仙品贪狼道具	可以将坐骑，炼化到特级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114417	12	11	4417	WXSJ_souxia_lianhua_1_5	仙品破军道具	可以将坐骑，炼化到特级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114418	12	11	4418	WXSJ_souxia_lianhua_1_5	仙品天魁道具	可以将坐骑，炼化到特级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114419	12	11	4419	WXSJ_souxia_lianhua_1_5	仙品巽风道具	可以将坐骑，炼化到特级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12114420	12	11	4420	WXSJ_souxia_lianhua_1_5	仙品艮山道具	可以将坐骑，炼化到特级搜侠录上	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	炼化宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12116001	12	11	6001	WXSJ_souxia_fenghe_1_1	缝合道具	可将搜侠录的残页，缝合到一起的宝物	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	缝合宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12120001	12	12	1	WXSJ_souxia_canye_1_1	残页	搜侠录的残页，需要缝合在搜侠录上	1	10000	1	12	1	-1	-1	-1	-1	-1	4	4	残页	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12130001	12	13	1	xin_01	1级炼器神符	可对1-10级的武器和装备进行炼化的神符	1	10	5	9	10	-1	-1	-1	-1	-1	4	4	炼化神符	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12130002	12	13	2	xin_01	2级炼器神符	可对11-20级的武器和装备进行炼化的神符	2	20	10	9	10	-1	-1	-1	-1	-1	4	4	炼化神符	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12130003	12	13	3	xin_01	3级炼器神符	可对21-30级的武器和装备进行炼化的神符	3	30	15	9	10	-1	-1	-1	-1	-1	4	4	炼化神符	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12130004	12	13	4	xin_01	4级炼器神符	可对31-40级的武器和装备进行炼化的神符	4	40	20	9	10	-1	-1	-1	-1	-1	4	4	炼化神符	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12130005	12	13	5	xin_01	5级炼器神符	可对41-50级的武器和装备进行炼化的神符	5	50	25	9	10	-1	-1	-1	-1	-1	4	4	炼化神符	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12130006	12	13	6	xin_01	6级炼器神符	可对51-60级的武器和装备进行炼化的神符	6	60	30	9	10	-1	-1	-1	-1	-1	4	4	炼化神符	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12130007	12	13	7	xin_01	7级炼器神符	可对61-70级的武器和装备进行炼化的神符	7	70	35	9	10	-1	-1	-1	-1	-1	4	4	炼化神符	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12130008	12	13	8	xin_01	8级炼器神符	可对71-80级的武器和装备进行炼化的神符	8	80	40	9	10	-1	-1	-1	-1	-1	4	4	炼化神符	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12130009	12	13	9	xin_01	9级炼器神符	可对81-90级的武器和装备进行炼化的神符	9	90	45	9	10	-1	-1	-1	-1	-1	4	4	炼化神符	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12130010	12	13	10	xin_01	10级炼器神符	可对91-100级的武器和装备进行炼化的神符	10	100	50	9	10	-1	-1	-1	-1	-1	4	4	炼化神符	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12140001	12	14	10	WXSJ_item_baoshi_4_7	退魔石	退魔	1	100	50	9	1	-1	-1	-1	-1	-1	4	4	退魔神符	掉落书卷.obj	cj_yingguang_huang	1	ffffff
18060001	18	6	1	xin_03	武器鉴定符	对武器进行鉴定的灵符	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	鉴定卷轴	掉落书卷.obj	cj_yingguang_huang	1	ffffff
18070001	18	7	1	xin_03	防具鉴定符	对防具进行鉴定的灵符	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	鉴定卷轴	掉落书卷.obj	cj_yingguang_huang	1	ffffff
