INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	FLOAT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	STRING	STRING	INT	INT	INT
6107	8级迷宫怪物	8	10000	1	80	18	0	0		0	0	0		225	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	188	100									-1		3	怪物				
6108	9级迷宫怪物	9	10000	1	90	18	0	0		0	0	0		265	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	189	100									-1		3	怪物				
6109	10级迷宫怪物	10	10000	1	105	34	0	0		0	0	0		485	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	190	100									-1		3	怪物				
6110	11级迷宫怪物	11	10000	1	120	38	0	0		0	0	0		550	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	191	100									-1		3	怪物				
6111	12级迷宫怪物	12	10000	1	135	44	0	0		0	0	0		610	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	192	100									-1		3	怪物				
6112	13级迷宫怪物	13	10000	1	150	50	0	0		0	0	0		680	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	193	100									-1		3	怪物				
6113	14级迷宫怪物	14	10000	1	165	56	0	0		0	0	0		895	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	194	100									-1		3	怪物				
6114	15级迷宫怪物	15	10000	1	180	60	0	0		0	0	0		965	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	195	100									-1		3	怪物				
6115	16级迷宫怪物	16	10000	1	200	66	0	0		0	0	0		1045	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	191	100									-1		3	怪物				
6116	17级迷宫怪物	17	10000	1	220	70	0	0		0	0	0		1120	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	192	100									-1		3	怪物				
6117	18级迷宫怪物	18	10000	1	240	78	0	0		0	0	0		1200	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	193	100									-1		3	怪物				
6118	19级迷宫怪物	19	10000	1	260	82	0	0		0	0	0		1270	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	194	100									-1		3	怪物				
6119	20级迷宫怪物	20	10000	1	285	88	0	0		0	0	0		1965	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	195	100									-1		3	怪物				
6120	21级迷宫怪物	21	10000	1	310	92	0	0		0	0	0		2255	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	196	100									-1		3	怪物				
6121	22级迷宫怪物	22	10000	1	335	100	0	0		0	0	0		2375	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	197	100									-1		3	怪物				
6122	23级迷宫怪物	23	10000	1	360	104	0	0		0	0	0		2490	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	198	100									-1		3	怪物				
6123	24级迷宫怪物	24	10000	1	390	110	0	0		0	0	0		2620	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	199	100									-1		3	怪物				
6124	25级迷宫怪物	25	10000	1	420	114	0	0		0	0	0		2735	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	200	100									-1		3	怪物				
6125	26级迷宫怪物	26	10000	1	455	122	0	0		0	0	0		2855	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	196	100									-1		3	怪物				
6126	27级迷宫怪物	27	10000	1	490	126	0	0		0	0	0		2980	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	197	100									-1		3	怪物				
6127	28级迷宫怪物	28	10000	1	525	132	0	0		0	0	0		3100	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	198	100									-1		3	怪物				
6128	29级迷宫怪物	29	10000	1	565	136	0	0		0	0	0		3220	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	199	100									-1		3	怪物				
6129	30级迷宫怪物	30	10000	1	610	144	0	0		0	0	0		4585	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	200	100									-1		3	怪物				
6130	31级迷宫怪物	31	10000	1	655	148	0	0		0	0	0		5120	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	201	100									-1		3	怪物				
6131	32级迷宫怪物	32	10000	1	705	154	0	0		0	0	0		5295	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	202	100									-1		3	怪物				
6132	33级迷宫怪物	33	10000	1	755	158	0	0		0	0	0		5470	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	203	100									-1		3	怪物				
6133	34级迷宫怪物	34	10000	1	810	166	0	0		0	0	0		5655	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	204	100									-1		3	怪物				
6134	35级迷宫怪物	35	10000	1	870	176	0	0		0	0	0		5830	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	205	100									-1		3	怪物				
6135	36级迷宫怪物	36	10000	1	935	182	0	0		0	0	0		6010	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	201	100									-1		3	怪物				
6136	37级迷宫怪物	37	10000	1	1000	186	0	0		0	0	0		6190	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	202	100									-1		3	怪物				
6137	38级迷宫怪物	38	10000	1	1070	194	0	0		0	0	0		6370	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	203	100									-1		3	怪物				
6138	39级迷宫怪物	39	10000	1	1145	198	0	0		0	0	0		6545	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	204	100									-1		3	怪物				
6139	40级迷宫怪物	40	10000	1	1230	238	0	0		0	0	0		9800	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	205	100									-1		3	怪物				
6140	41级迷宫怪物	41	10000	1	1270	252	0	0		0	0	0		10790	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	206	100									-1		3	怪物				
6141	42级迷宫怪物	42	10000	1	1415	260	0	0		0	0	0		11070	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	207	100									-1		3	怪物				
6142	43级迷宫怪物	43	10000	1	1515	264	0	0		0	0	0		11340	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	208	100									-1		3	怪物				
6143	44级迷宫怪物	44	10000	1	1625	270	0	0		0	0	0		11630	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	209	100									-1		3	怪物				
6144	45级迷宫怪物	45	10000	1	1740	276	0	0		0	0	0		11910	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	210	100									-1		3	怪物				
6145	46级迷宫怪物	46	10000	1	1865	292	0	0		0	0	0		12180	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	206	100									-1		3	怪物				
6146	47级迷宫怪物	47	10000	1	1995	298	0	0		0	0	0		12470	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	207	100									-1		3	怪物				
6147	48级迷宫怪物	48	10000	1	2135	304	0	0		0	0	0		12750	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	208	100									-1		3	怪物				
6148	49级迷宫怪物	49	10000	1	2260	310	0	0		0	0	0		13020	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	209	100									-1		3	怪物				
6149	50级迷宫怪物	50	10000	1	2450	318	0	0		0	0	0		18230	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	210	100									-1		3	怪物				
6150	51级迷宫怪物	51	10000	1	2625	334	0	0		0	0	0		19870	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	216	100									-1		3	怪物				
6151	52级迷宫怪物	52	10000	1	2785	340	0	0		0	0	0		20280	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	217	100									-1		3	怪物				
6152	53级迷宫怪物	53	10000	1	3010	346	0	0		0	0	0		20675	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	218	100									-1		3	怪物				
6153	54级迷宫怪物	54	10000	1	3225	354	0	0		0	0	0		21110	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	219	100									-1		3	怪物				
6154	55级迷宫怪物	55	10000	1	3455	360	0	0		0	0	0		21505	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	220	100									-1		3	怪物				
6155	56级迷宫怪物	56	10000	1	3700	378	0	0		0	0	0		21900	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	216	100									-1		3	怪物				
6156	57级迷宫怪物	57	10000	1	3960	384	0	0		0	0	0		22330	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	217	100									-1		3	怪物				
6157	58级迷宫怪物	58	10000	1	4240	392	0	0		0	0	0		22730	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	218	100									-1		3	怪物				
6158	59级迷宫怪物	59	10000	1	4540	398	0	0		0	0	0		23135	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	219	100									-1		3	怪物				
6159	60级迷宫怪物	60	10000	1	4865	404	0	0		0	0	0		30885	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	220	100									-1		3	怪物				
6160	61级迷宫怪物	61	10000	1	5210	422	0	0		0	0	0		33420	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	221	100									-1		3	怪物				
6161	62级迷宫怪物	62	10000	1	5580	430	0	0		0	0	0		33980	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	222	100									-1		3	怪物				
6162	63级迷宫怪物	63	10000	1	5975	438	0	0		0	0	0		34525	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	223	100									-1		3	怪物				
6163	64级迷宫怪物	64	10000	1	6400	444	0	0		0	0	0		35125	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	224	100									-1		3	怪物				
6164	65级迷宫怪物	65	10000	1	6855	450	0	0		0	0	0		35685	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	225	100									-1		3	怪物				
6165	66级迷宫怪物	66	10000	1	7345	472	0	0		0	0	0		36245	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	221	100									-1		3	怪物				
6166	67级迷宫怪物	67	10000	1	7865	478	0	0		0	0	0		36850	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	222	100									-1		3	怪物				
6167	68级迷宫怪物	68	10000	1	8425	484	0	0		0	0	0		37395	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	223	100									-1		3	怪物				
6168	69级迷宫怪物	69	10000	1	9025	492	0	0		0	0	0		37955	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	224	100									-1		3	怪物				
6169	70级迷宫怪物	70	10000	1	9670	498	0	0		0	0	0		48910	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	225	100									-1		3	怪物				
6170	71级迷宫怪物	71	10000	1	10360	520	0	0		0	0	0		49665	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	226	100									-1		3	怪物				
6171	72级迷宫怪物	72	10000	1	11100	528	0	0		0	0	0		50370	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	227	100									-1		3	怪物				
6172	73级迷宫怪物	73	10000	1	11890	534	0	0		0	0	0		51090	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	228	100									-1		3	怪物				
6173	74级迷宫怪物	74	10000	1	12735	542	0	0		0	0	0		51840	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	229	100									-1		3	怪物				
6174	75级迷宫怪物	75	10000	1	13645	550	0	0		0	0	0		52545	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	230	100									-1		3	怪物				
6175	76级迷宫怪物	76	10000	1	14620	572	0	0		0	0	0		53265	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	226	100									-1		3	怪物				
6176	77级迷宫怪物	77	10000	1	15660	580	0	0		0	0	0		54015	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	227	100									-1		3	怪物				
6177	78级迷宫怪物	78	10000	1	16775	588	0	0		0	0	0		54720	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	228	100									-1		3	怪物				
6178	79级迷宫怪物	79	10000	1	17970	596	0	0		0	0	0		55440	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	229	100									-1		3	怪物				
6179	80级迷宫怪物	80	10000	1	19255	602	0	0		0	0	0		73340	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	230	100									-1		3	怪物				
6180	81级迷宫怪物	81	10000	1	20630	626	0	0		0	0	0		74330	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	231	100									-1		3	怪物				
6181	82级迷宫怪物	82	10000	1	22105	634	0	0		0	0	0		75260	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	232	100									-1		3	怪物				
6182	83级迷宫怪物	83	10000	1	23685	642	0	0		0	0	0		76170	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	233	100									-1		3	怪物				
6183	84级迷宫怪物	84	10000	1	25375	648	0	0		0	0	0		77180	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	234	100									-1		3	怪物				
6184	85级迷宫怪物	85	10000	1	27190	656	0	0		0	0	0		78090	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	235	100									-1		3	怪物				
6185	86级迷宫怪物	86	10000	1	29135	682	0	0		0	0	0		79020	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	231	100									-1		3	怪物				
6186	87级迷宫怪物	87	10000	1	31215	690	0	0		0	0	0		80010	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	232	100									-1		3	怪物				
6187	88级迷宫怪物	88	10000	1	33445	698	0	0		0	0	0		80940	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	233	100									-1		3	怪物				
6188	89级迷宫怪物	89	10000	1	35835	704	0	0		0	0	0		81850	0	0	0	100	0	5		0	0	0	0		0	0	0	0			3000	set:WXSJ_head_1 image:WXSJ_head_1_1	1	1	-1	200	100	400	3600	10	2000	1000	3600	1~20	-1	0	-1	21	0	1	0	0	-1	-1	20	1	234	100									-1		3	怪物				
