INT	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING
1085	20860495	20	10200010	20860495	20	10230010	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1086	6953498	20	10200020	6953498	20	10230020	50000000	5	12010002	20000000	5	11960002	20000000	20	12010002|12020002|11960002|11000002|11000004|11010002|11020002|11970021	20000000	20	11980016|11980032|11980042|11980052|12051001|12052001|12053001|12058001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1087	4172099	20	10200030	4172099	20	10230030	33333333	5	12010003	13333333	5	11960003	13333333	20	12010003|12020003|11960003|11010003|11020003|11980017|11980033|11980043	8333333	20	12054001|12055001|12056001|12057001|12030002	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1088	2980070	20	10200040	2980070	20	10230040	25000000	5	12010004	10000000	5	11960004	10000000	20	12010004|12020004|11960004|11010004|11020004|11980018|11980034|11980044	10000000	20	11980054|12051003|12052003|12053003|12058003|12054003|12055003|12056003	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1089	2317832	20	10200050	2317832	20	10230050	20000000	5	12010005	8000000	5	11960005	8000000	20	12010005|12020005|11960005|11010005|11020005|11980019|11980035|11980045	8000000	20	11980055|12051004|12052004|12053004|12058004|12054004|12055004|12056004	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1090	10430247	20	10201003	10430247	20	10231003	100000000	5	12010001	40000000	5	11960001	20000000	20	12010002|12020002|11960002|11000002|11000004|11010002|11020002|11970021	20000000	20	11980016|11980032|11980042|11980052|12051001|12052001|12053001|12058001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1091	1896408	20	10200060	1896408	20	10230060	16666666	5	12010006	6666666	5	11960006	5714285	20	12010007|12020007|11960007|11010007|11020007|11980021|11980037|11980047	5714285	20	11980057|12051006|12052006|12053006|12058006|12054006|12055006|12056006	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1092	1604653	20	10200070	1604653	20	10230070	14285714	5	12010007	5714285	5	11960007	5000000	20	12010008|12020008|11960008|11010008|11020008|11980038|11980048|11980058	5000000	20	12051007|12052007|12053007|12058007|12054007|12055007|12056007|12057007	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1093	1390699	20	10200080	1390699	20	10230080	12500000	5	12010008	5000000	5	11960008	4444444	20	12010009|12020009|11960009|11010009|11020009|11980039|11980049|11980059	4444444	20	12051008|12052008|12053008|12058008|12054008|12055008|12056008|12057008	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1094	1227087	20	10200090	1227087	20	10230090	11111111	5	12010009	4444444	5	11960009	4000000	20	12010010|12020010|11960010|11010010|11020010|12051009|12052009|12053009	2500000	20	12058009|12054009|12055009|12056009|12057009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1095	312907431	20	10240000|10220000	195567144	20	10270000|10270001|10270002	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1096	312907431	20	10240001|10220001	10	20	10270000|10270001|10270002	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1097	10	20	10220002	10	20	10270000|10270001|10270002	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1098	10	20	10241001|10221002	10	20	10270000|10270001|10270002	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1099	10	20	10241001|10221002	10	20	10270000|10270001|10270002	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1100	10	20	10241001|10221002	13037809	20	10271002	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1101	52151238	20	10241001|10221002	10	20	10271002	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1102	10	20	10241001|10221002	10	20	10271002	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1103	62581486	20	10240201|10242201|10220201|10222201	19556714	20	10270201|10271001|10272201	100000000	5	12010001	40000000	5	11960001	20000000	20	12010002|12020002|11960002|11000002|11000004|11010002|11020002|11970021	20000000	20	11980016|11980032|11980042|11980052|12051001|12052001|12053001|12058001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1104	62581486	20	10242301|10242401|10222301|10222401	13037809	20	10272301|10272401	100000000	5	12010001	40000000	5	11960001	20000000	20	12010002|12020002|11960002|11000002|11000004|11010002|11020002|11970021	20000000	20	11980016|11980032|11980042|11980052|12051001|12052001|12053001|12058001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1105	26075619	20	10246001|10226001	10864841	20	10276001|10276002	50000000	5	12010002	20000000	5	11960002	20000000	20	12010002|12020002|11960002|11000002|11000004|11010002|11020002|11970021	20000000	20	11980016|11980032|11980042|11980052|12051001|12052001|12053001|12058001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1106	20860495	20	10247001|10227001	4345936	20	10277001	50000000	5	12010002	20000000	5	11960002	20000000	20	12010002|12020002|11960002|11000002|11000004|11010002|11020002|11970021	20000000	20	11980016|11980032|11980042|11980052|12051001|12052001|12053001|12058001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1107	17383746	20	10246002|10226002	10	20	10277001	50000000	5	12010002	20000000	5	11960002	20000000	20	12010002|12020002|11960002|11000002|11000004|11010002|11020002|11970021	20000000	20	11980016|11980032|11980042|11980052|12051001|12052001|12053001|12058001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1108	31290743	20	10240202|10242202|10220202|10222202	6518904	20	10270202|10272202|10272302|10272402	33333333	5	12010003	13333333	5	11960003	13333333	20	12010003|12020003|11960003|11010003|11020003|11980017|11980033|11980043	8333333	20	12054001|12055001|12056001|12057001|12030002	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1109	31290743	20	10242302|10242402|10222302|10222402	6518904	20	10270202|10272202|10272302|10272402	33333333	5	12010003	13333333	5	11960003	13333333	20	12010003|12020003|11960003|11010003|11020003|11980017|11980033|11980043	8333333	20	12054001|12055001|12056001|12057001|12030002	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1110	41720990	20	10240203|10242203|10242303|10242403|10220203|10222203|10222303|10222403	8691873	20	10270203|10272203|10272303|10272403	25000000	5	12010004	10000000	5	11960004	13333333	20	12010003|12020003|11960003|11010003|11020003|11980017|11980033|11980043	8333333	20	12054001|12055001|12056001|12057001|12030002	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1111	31290743	20	10244001|10244011|10244021|10224001|10224011|10224021	6518904	20	10274001|10274011|10274021	25000000	5	12010004	10000000	5	11960004	13333333	20	12010003|12020003|11960003|11010003|11020003|11980017|11980033|11980043	8333333	20	12054001|12055001|12056001|12057001|12030002	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1112	31290743	20	10244031|10244041|10244051|10224031|10224041|10224051	6518904	20	10274031|10274041|10274051	25000000	5	12010004	10000000	5	11960004	13333333	20	12010003|12020003|11960003|11010003|11020003|11980017|11980033|11980043	8333333	20	12054001|12055001|12056001|12057001|12030002	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1113	15645371	20	10240204|10242204|10220204|10222204	3259452	20	10270204|10272204	20000000	5	12010005	8000000	5	11960005	10000000	20	12010004|12020004|11960004|11010004|11020004|11980018|11980034|11980044	10000000	20	11980054|12051003|12052003|12053003|12058003|12054003|12055003|12056003	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1114	15645371	20	10242304|10242404|10222304|10222404	3259452	20	10272304|10272404	20000000	5	12010005	8000000	5	11960005	10000000	20	12010004|12020004|11960004|11010004|11020004|11980018|11980034|11980044	10000000	20	11980054|12051003|12052003|12053003|12058003|12054003|12055003|12056003	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1115	25032594	20	10240205|10242205|10242305|10242405|10220205|10222205|10222305|10222405	5215123	20	10270205|10272205|10272305|10272405	16666666	5	12010006	6666666	5	11960006	8000000	20	12010005|12020005|11960005|11010005|11020005|11980019|11980035|11980045	8000000	20	11980055|12051004|12052004|12053004|12058004|12054004|12055004|12056004	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1116	18774445	20	10243001|10243011|10243021|10223001|10223011|10223021	3911342	20	10273001|10273011|10273021	16666666	5	12010006	6666666	5	11960006	8000000	20	12010005|12020005|11960005|11010005|11020005|11980019|11980035|11980045	8000000	20	11980055|12051004|12052004|12053004|12058004|12054004|12055004|12056004	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1117	18774445	20	10243031|10243041|10233051|10223031|10223041|10223051	3911342	20	10273031|10273041|10273051	16666666	5	12010006	6666666	5	11960006	8000000	20	12010005|12020005|11960005|11010005|11020005|11980019|11980035|11980045	8000000	20	11980055|12051004|12052004|12053004|12058004|12054004|12055004|12056004	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1118	13037809	20	10240206|10242206|10242306|10242406|10220206|10222206|10222306|10222406	5432420	20	10270206|10272206|10272306|10272406	14285714	5	12010007	5714285	5	11960007	6666666	20	12010006|12020006|11960006|11010006|11020006|11980020|11980036|11980046	6666666	20	11980056|12051005|12052005|12053005|12058005|12054005|12055005|12056005	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1119	15645371	20	10244002|10244012|10244022|10224002|10224012|10224022	6518904	20	10274002|10274012|10274022	14285714	5	12010007	5714285	5	11960007	6666666	20	12010006|12020006|11960006|11010006|11020006|11980020|11980036|11980046	6666666	20	11980056|12051005|12052005|12053005|12058005|12054005|12055005|12056005	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1120	15645371	20	10244032|10234042|10244052|10224032|10224042|10224052	5432420	20	10274032|10274042|10274052	14285714	5	12010007	5714285	5	11960007	6666666	20	12010006|12020006|11960006|11010006|11020006|11980020|11980036|11980046	6666666	20	11980056|12051005|12052005|12053005|12058005|12054005|12055005|12056005	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1121	8940212	20	10240207|10242207|10220207|10222207	2793816	20	10270207|10272207	12500000	5	12010008	5000000	5	11960008	5714285	20	12010007|12020007|11960007|11010007|11020007|11980021|11980037|11980047	5714285	20	11980057|12051006|12052006|12053006|12058006|12054006|12055006|12056006	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1122	8940212	20	10242307|10242407|10222307|10222407	1862544	20	10272307|10272407	12500000	5	12010008	5000000	5	11960008	5714285	20	12010007|12020007|11960007|11010007|11020007|11980021|11980037|11980047	5714285	20	11980057|12051006|12052006|12053006|12058006|12054006|12055006|12056006	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1123	15645371	20	10240208|10242208|10242308|10242408|10220208|10222208|10222308|10222408	3259452	20	10270208|10272208|10272308|10272408	11111111	5	12010009	4444444	5	11960009	5000000	20	12010008|12020008|11960008|11010008|11020008|11980038|11980048|11980058	5000000	20	12051007|12052007|12053007|12058007|12054007|12055007|12056007|12057007	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1124	11734028	20	10243002|10243012|10243022|10223002|10223012|10223022	2444589	20	10273002|10283012|10273022	11111111	5	12010009	4444444	5	11960009	5000000	20	12010008|12020008|11960008|11010008|11020008|11980038|11980048|11980058	5000000	20	12051007|12052007|12053007|12058007|12054007|12055007|12056007|12057007	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1125	11734028	20	10243032|10243042|10243052|10223032|10223042|10223052	2444589	20	10283032|10273042|10273052	11111111	5	12010009	4444444	5	11960009	5000000	20	12010008|12020008|11960008|11010008|11020008|11980038|11980048|11980058	5000000	20	12051007|12052007|12053007|12058007|12054007|12055007|12056007|12057007	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1126	12168622	20	10240209|10242209|10242309|10242409|10220209|10222209|10222309	2897291	20	10270209|10272209|10272309|10272409	10000000	5	12010010	4000000	5	11960010	4444444	20	12010009|12020009|11960009|11010009|11020009|11980039|11980049|11980059	4444444	20	12051008|12052008|12053008|12058008|12054008|12055008|12056008|12057008	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1127	10430247	20	10244003|10244013|10244023|10222409|10224003|10224013	2172968	20	10274003|10274013|10274023	10000000	5	12010010	4000000	5	11960010	4444444	20	12010009|12020009|11960009|11010009|11020009|11980039|11980049|11980059	4444444	20	12051008|12052008|12053008|12058008|12054008|12055008|12056008|12057008	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1128	10430247	20	10244033|10244043|10244053|10224033|10224043|10224053	2172968	20	10274033|10274043|10274053	10000000	5	12010010	4000000	5	11960010	4444444	20	12010009|12020009|11960009|11010009|11020009|11980039|11980049|11980059	4444444	20	12051008|12052008|12053008|12058008|12054008|12055008|12056008|12057008	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1129	12516297	20	10240210|10242210|10242310|10242410|10220210|10222210|10222310|10222410	2607561	20	10270210|10272210|10272310|10272410	10000000	5	12010010	4000000	5	11960010	4000000	20	12010010|12020010|11960010|11010010|11020010|12051009|12052009|12053009	2500000	20	12058009|12054009|12055009|12056009|12057009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1130	9387222	20	10243003|10243013|10243023|10223003|10223013|10223023	1955671	20	10273003|10273013|10273023	10000000	5	12010010	4000000	5	11960010	4000000	20	12010010|12020010|11960010|11010010|11020010|12051009|12052009|12053009	2500000	20	12058009|12054009|12055009|12056009|12057009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1131	9387222	20	10243033|10243043|10243053|10223033|10223043|10223053	1955671	20	10273033|10273043|10273053	10000000	5	12010010	4000000	5	11960010	4000000	20	12010010|12020010|11960010|11010010|11020010|12051009|12052009|12053009	2500000	20	12058009|12054009|12055009|12056009|12057009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1132	62581486	20	10240010|10220010	13037809	20	10270010	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1133	20860495	20	10240020|10220020	4345936	20	10270020	50000000	5	12010002	20000000	5	11960002	20000000	20	12010002|12020002|11960002|11000002|11000004|11010002|11020002|11970021	20000000	20	11980016|11980032|11980042|11980052|12051001|12052001|12053001|12058001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1134	12516297	20	10240030|10220030	2607561	20	10270030	33333333	5	12010003	13333333	5	11960003	13333333	20	12010003|12020003|11960003|11010003|11020003|11980017|11980033|11980043	8333333	20	12054001|12055001|12056001|12057001|12030002	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1135	8940212	20	10240040|10220040	1862544	20	10270040	25000000	5	12010004	10000000	5	11960004	10000000	20	12010004|12020004|11960004|11010004|11020004|11980018|11980034|11980044	10000000	20	11980054|12051003|12052003|12053003|12058003|12054003|12055003|12056003	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1136	6953498	20	10240050|10220050	1448645	20	10270050	20000000	5	12010005	8000000	5	11960005	8000000	20	12010005|12020005|11960005|11010005|11020005|11980019|11980035|11980045	8000000	20	11980055|12051004|12052004|12053004|12058004|12054004|12055004|12056004	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1137	31290743	20	10241003|10221003	6518904	20	10271003	100000000	5	12010001	40000000	5	11960001	20000000	20	12010002|12020002|11960002|11000002|11000004|11010002|11020002|11970021	20000000	20	11980016|11980032|11980042|11980052|12051001|12052001|12053001|12058001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1138	5689226	20	10240060|10220060	1185255	20	10270060	16666666	5	12010006	6666666	5	11960006	5714285	20	12010007|12020007|11960007|11010007|11020007|11980021|11980037|11980047	5714285	20	11980057|12051006|12052006|12053006|12058006|12054006|12055006|12056006	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1139	4813960	20	10240070|10220070	1002908	20	10270070	14285714	5	12010007	5714285	5	11960007	5000000	20	12010008|12020008|11960008|11010008|11020008|11980038|11980048|11980058	5000000	20	12051007|12052007|12053007|12058007|12054007|12055007|12056007|12057007	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1140	4172099	20	10240080|10220080	869187	20	10270080	12500000	5	12010008	5000000	5	11960008	4444444	20	12010009|12020009|11960009|11010009|11020009|11980039|11980049|11980059	4444444	20	12051008|12052008|12053008|12058008|12054008|12055008|12056008|12057008	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1141	3681263	20	10240090|10220090	766929	20	10270090	11111111	5	12010009	4444444	5	11960009	4000000	20	12010010|12020010|11960010|11010010|11020010|12051009|12052009|12053009	2500000	20	12058009|12054009|12055009|12056009|12057009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1142	156453715	20	10280000|10210000	26075619	20	10250000	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1143	156453715	20	10280001|10210001	26075619	20	10250001	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1144	10	20	10280001|10210001	26075619	20	10250002	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1145	10	20	10280001|10210001	10	20	10250002	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1146	10	20	10280001|10210001	10	20	10250002	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1147	15645371	20	10280001|10210001	5215123	20	10251002	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1148	10	20	10280001|10210001	10	20	10251002	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1149	10	20	10280001|10210001	10	20	10251002	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1150	15645371	20	10280201|10210201	7822685	20	10250201|10251001|10252201	100000000	5	12010001	40000000	5	11960001	20000000	20	12010002|12020002|11960002|11000002|11000004|11010002|11020002|11970021	20000000	20	11980016|11980032|11980042|11980052|12051001|12052001|12053001|12058001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1151	15645371	20	10282201|10212201	5215123	20	10252301|10252401	100000000	5	12010001	40000000	5	11960001	20000000	20	12010002|12020002|11960002|11000002|11000004|11010002|11020002|11970021	20000000	20	11980016|11980032|11980042|11980052|12051001|12052001|12053001|12058001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1152	13037809	20	10282201|10212201	2172968	20	10256001	50000000	5	12010002	20000000	5	11960002	20000000	20	12010002|12020002|11960002|11000002|11000004|11010002|11020002|11970021	20000000	20	11980016|11980032|11980042|11980052|12051001|12052001|12053001|12058001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1153	5215123	20	10282201|10212201	1738374	20	10257001	50000000	5	12010002	20000000	5	11960002	20000000	20	12010002|12020002|11960002|11000002|11000004|11010002|11020002|11970021	20000000	20	11980016|11980032|11980042|11980052|12051001|12052001|12053001|12058001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1154	13037809	20	10286001|10286002|10286003	1448645	20	10256002	50000000	5	12010002	20000000	5	11960002	20000000	20	12010002|12020002|11960002|11000002|11000004|11010002|11020002|11970021	20000000	20	11980016|11980032|11980042|11980052|12051001|12052001|12053001|12058001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1155	7822685	20	10280202|10210202	2607561	20	10250202|10252202	33333333	5	12010003	13333333	5	11960003	13333333	20	12010003|12020003|11960003|11010003|11020003|11980017|11980033|11980043	8333333	20	12054001|12055001|12056001|12057001|12030002	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1156	7822685	20	10282202|10212202	2607561	20	10252302|10252402	33333333	5	12010003	13333333	5	11960003	13333333	20	12010003|12020003|11960003|11010003|11020003|11980017|11980033|11980043	8333333	20	12054001|12055001|12056001|12057001|12030002	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1157	13037809	20	10280203|10282203|10210203|10212203|10214001	3476749	20	10250203|10252203|10252303|10252403	25000000	5	12010004	10000000	5	11960004	13333333	20	12010003|12020003|11960003|11010003|11020003|11980017|11980033|11980043	8333333	20	12054001|12055001|12056001|12057001|12030002	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1158	15645371	20	10284001|10284011|10284021|10214011|10214021|10214031	2607561	20	10254001|10254011|10254021	25000000	5	12010004	10000000	5	11960004	13333333	20	12010003|12020003|11960003|11010003|11020003|11980017|11980033|11980043	8333333	20	12054001|12055001|12056001|12057001|12030002	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1159	13037809	20	10284031|10284041|10284051|10214041|10214051	2607561	20	10254031|10254041|10254051	25000000	5	12010004	10000000	5	11960004	13333333	20	12010003|12020003|11960003|11010003|11020003|11980017|11980033|11980043	8333333	20	12054001|12055001|12056001|12057001|12030002	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1160	3911342	20	10280204|10210204	1303780	20	10250204|10252204	20000000	5	12010005	8000000	5	11960005	10000000	20	12010004|12020004|11960004|11010004|11020004|11980018|11980034|11980044	10000000	20	11980054|12051003|12052003|12053003|12058003|12054003|12055003|12056003	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1161	3911342	20	10282204|10212204	1303780	20	10252304|10252404	20000000	5	12010005	8000000	5	11960005	10000000	20	12010004|12020004|11960004|11010004|11020004|11980018|11980034|11980044	10000000	20	11980054|12051003|12052003|12053003|12058003|12054003|12055003|12056003	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1162	7822685	20	10280205|10282205|10210205|10212205|10213001	2086049	20	10250205|10252205|10252305|10252405	16666666	5	12010006	6666666	5	11960006	8000000	20	12010005|12020005|11960005|11010005|11020005|11980019|11980035|11980045	8000000	20	11980055|12051004|12052004|12053004|12058004|12054004|12055004|12056004	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1163	9387222	20	10283001|10283011|10283021|10213011|10213021|10213031	1564537	20	10253001|10253011|10253021	16666666	5	12010006	6666666	5	11960006	8000000	20	12010005|12020005|11960005|11010005|11020005|11980019|11980035|11980045	8000000	20	11980055|12051004|12052004|12053004|12058004|12054004|12055004|12056004	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1164	7822685	20	10283031|10283041|10283051|10213041|10213051	1564537	20	10253031|10253041|10253051	16666666	5	12010006	6666666	5	11960006	8000000	20	12010005|12020005|11960005|11010005|11020005|11980019|11980035|11980045	8000000	20	11980055|12051004|12052004|12053004|12058004|12054004|12055004|12056004	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1165	6518904	20	10280206|10282206|10210206|10212206|10214002	1738374	20	10250206|10252206|10252306|10252406	14285714	5	12010007	5714285	5	11960007	6666666	20	12010006|12020006|11960006|11010006|11020006|11980020|11980036|11980046	6666666	20	11980056|12051005|12052005|12053005|12058005|12054005|12055005|12056005	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1166	7822685	20	10284002|10284012|10284022|10214012|10214022|10214032	1303780	20	10254002|10254012|10254022	14285714	5	12010007	5714285	5	11960007	6666666	20	12010006|12020006|11960006|11010006|11020006|11980020|11980036|11980046	6666666	20	11980056|12051005|12052005|12053005|12058005|12054005|12055005|12056005	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1167	6518904	20	10284032|10284042|10284052|10214042|10214052	1303780	20	10254032|10254042|10254052	14285714	5	12010007	5714285	5	11960007	6666666	20	12010006|12020006|11960006|11010006|11020006|11980020|11980036|11980046	6666666	20	11980056|12051005|12052005|12053005|12058005|12054005|12055005|12056005	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1168	3352579	20	10280207|10280207|10210207	745017	20	10250207|10252207	12500000	5	12010008	5000000	5	11960008	5714285	20	12010007|12020007|11960007|11010007|11020007|11980021|11980037|11980047	5714285	20	11980057|12051006|12052006|12053006|12058006|12054006|12055006|12056006	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1169	3352579	20	10282207|10282207|10212207	745017	20	10252307|10252407	12500000	5	12010008	5000000	5	11960008	5714285	20	12010007|12020007|11960007|11010007|11020007|11980021|11980037|11980047	5714285	20	11980057|12051006|12052006|12053006|12058006|12054006|12055006|12056006	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
